root,parent,child,parent version,child version,expected improvement
plasma,plasma,cmake,21.8.29,3.0.2,0.4466936572199732
plasma,plasma,cmake,develop,3.0.2,0.0
plasma,plasma,cmake,17.1,3.1.0,0.0
plasma,plasma,cmake,18.10.0,3.1.0,0.6175373134328358
plasma,plasma,cmake,18.11.0,3.1.0,0.0
plasma,plasma,cmake,18.11.1,3.1.0,0.6175373134328358
plasma,plasma,cmake,18.9.0,3.1.0,0.0
plasma,plasma,cmake,19.8.0,3.1.0,1.0
plasma,plasma,cmake,19.8.1,3.1.0,0.0
plasma,plasma,cmake,20.9.20,3.1.0,0.0
plasma,plasma,cmake,21.8.29,3.1.0,0.0
plasma,plasma,cmake,develop,3.1.0,1.7032590051457972
plasma,plasma,cmake,17.1,3.10.0,0.0
plasma,plasma,cmake,18.10.0,3.10.0,0.0
plasma,plasma,cmake,18.11.0,3.10.0,0.6175373134328358
plasma,plasma,cmake,18.11.1,3.10.0,0.0
plasma,plasma,cmake,18.9.0,3.10.0,1.0
plasma,plasma,cmake,19.8.0,3.10.0,1.0
plasma,plasma,cmake,19.8.1,3.10.0,1.0
plasma,plasma,cmake,20.9.20,3.10.0,1.0
plasma,plasma,cmake,21.8.29,3.10.0,0.6175373134328358
plasma,plasma,cmake,develop,3.10.0,0.6175373134328358
plasma,plasma,cmake,17.1,3.10.1,0.0
plasma,plasma,cmake,18.10.0,3.10.1,0.6175373134328358
plasma,plasma,cmake,18.11.0,3.10.1,0.0
plasma,plasma,cmake,18.11.1,3.10.1,0.6175373134328358
plasma,plasma,cmake,18.9.0,3.10.1,0.0
plasma,plasma,cmake,19.8.0,3.10.1,0.0
plasma,plasma,cmake,19.8.1,3.10.1,1.8674188998589563
plasma,plasma,cmake,20.9.20,3.10.1,0.0
plasma,plasma,cmake,21.8.29,3.10.1,1.4485776805251642
plasma,plasma,cmake,develop,3.10.1,0.4466936572199732
plasma,plasma,cmake,17.1,3.10.2,0.0
plasma,plasma,cmake,18.10.0,3.10.2,0.6175373134328358
plasma,plasma,cmake,18.11.0,3.10.2,0.0
plasma,plasma,cmake,18.11.1,3.10.2,1.7032590051457972
plasma,plasma,cmake,18.9.0,3.10.2,0.0
plasma,plasma,cmake,19.8.0,3.10.2,0.4466936572199732
plasma,plasma,cmake,19.8.1,3.10.2,1.4485776805251642
plasma,plasma,cmake,20.9.20,3.10.2,1.4485776805251642
plasma,plasma,cmake,21.8.29,3.10.2,1.8674188998589563
plasma,plasma,cmake,develop,3.10.2,0.3498942917547568
plasma,plasma,cmake,17.1,3.10.3,1.4485776805251642
plasma,plasma,cmake,18.10.0,3.10.3,0.0
plasma,plasma,cmake,18.11.0,3.10.3,1.0
plasma,plasma,cmake,18.11.1,3.10.3,0.0
plasma,plasma,cmake,18.9.0,3.10.3,0.0
plasma,plasma,cmake,19.8.0,3.10.3,0.6175373134328358
plasma,plasma,cmake,19.8.1,3.10.3,1.7032590051457972
plasma,plasma,cmake,20.9.20,3.10.3,1.7032590051457972
plasma,plasma,cmake,21.8.29,3.10.3,0.6175373134328358
plasma,plasma,cmake,develop,3.10.3,0.0
plasma,plasma,cmake,17.1,3.11.0,1.7032590051457972
plasma,plasma,cmake,18.10.0,3.11.0,0.6175373134328358
plasma,plasma,cmake,18.11.0,3.11.0,0.6175373134328358
plasma,plasma,cmake,18.11.1,3.11.0,1.4485776805251642
plasma,plasma,cmake,18.9.0,3.11.0,0.0
plasma,plasma,cmake,19.8.0,3.11.0,0.0
plasma,plasma,cmake,19.8.1,3.11.0,1.4485776805251642
plasma,plasma,cmake,20.9.20,3.11.0,1.4485776805251642
plasma,plasma,cmake,21.8.29,3.11.0,0.6175373134328358
plasma,plasma,cmake,develop,3.11.0,0.6175373134328358
plasma,plasma,cmake,17.1,3.11.1,1.0
plasma,plasma,cmake,18.10.0,3.11.1,0.0
plasma,plasma,cmake,18.11.0,3.11.1,0.4466936572199732
plasma,plasma,cmake,18.11.1,3.11.1,0.6175373134328358
plasma,plasma,cmake,18.9.0,3.11.1,0.6175373134328358
plasma,plasma,cmake,19.8.0,3.11.1,1.0
plasma,plasma,cmake,19.8.1,3.11.1,0.0
plasma,plasma,cmake,20.9.20,3.11.1,1.8674188998589563
plasma,plasma,cmake,21.8.29,3.11.1,1.4485776805251642
plasma,plasma,cmake,develop,3.11.1,0.6175373134328358
plasma,plasma,cmake,17.1,3.11.2,0.0
plasma,plasma,cmake,18.10.0,3.11.2,0.0
plasma,plasma,cmake,18.11.0,3.11.2,0.4466936572199732
plasma,plasma,cmake,18.11.1,3.11.2,0.0
plasma,plasma,cmake,18.9.0,3.11.2,0.0
plasma,plasma,cmake,19.8.0,3.11.2,0.0
plasma,plasma,cmake,19.8.1,3.11.2,0.0
plasma,plasma,cmake,20.9.20,3.11.2,0.0
plasma,plasma,cmake,21.8.29,3.11.2,0.0
plasma,plasma,cmake,develop,3.11.2,1.0
plasma,plasma,cmake,17.1,3.11.3,1.7032590051457972
plasma,plasma,cmake,18.10.0,3.11.3,0.0
plasma,plasma,cmake,18.11.0,3.11.3,0.6175373134328358
plasma,plasma,cmake,18.11.1,3.11.3,1.4485776805251642
plasma,plasma,cmake,18.9.0,3.11.3,0.0
plasma,plasma,cmake,19.8.0,3.11.3,0.0
plasma,plasma,cmake,19.8.1,3.11.3,1.7032590051457972
plasma,plasma,cmake,20.9.20,3.11.3,0.0
plasma,plasma,cmake,21.8.29,3.11.3,0.0
plasma,plasma,cmake,develop,3.11.3,0.6175373134328358
plasma,plasma,cmake,17.1,3.11.4,1.0
plasma,plasma,cmake,18.10.0,3.11.4,0.6175373134328358
plasma,plasma,cmake,18.11.0,3.11.4,1.0
plasma,plasma,cmake,18.11.1,3.11.4,0.0
plasma,plasma,cmake,18.9.0,3.11.4,0.0
plasma,plasma,cmake,19.8.0,3.11.4,0.0
plasma,plasma,cmake,19.8.1,3.11.4,1.4485776805251642
plasma,plasma,cmake,20.9.20,3.11.4,1.7032590051457972
plasma,plasma,cmake,21.8.29,3.11.4,0.0
plasma,plasma,cmake,develop,3.11.4,0.6175373134328358
plasma,plasma,cmake,17.1,3.12.0,0.0
plasma,plasma,cmake,18.10.0,3.12.0,0.0
plasma,plasma,cmake,18.11.0,3.12.0,0.6175373134328358
plasma,plasma,cmake,18.11.1,3.12.0,1.4485776805251642
plasma,plasma,cmake,18.9.0,3.12.0,0.4466936572199732
plasma,plasma,cmake,19.8.0,3.12.0,0.6175373134328358
plasma,plasma,cmake,19.8.1,3.12.0,0.0
plasma,plasma,cmake,20.9.20,3.12.0,1.4485776805251642
plasma,plasma,cmake,21.8.29,3.12.0,0.6175373134328358
plasma,plasma,cmake,develop,3.12.0,0.0
plasma,plasma,cmake,17.1,3.12.1,0.6175373134328358
plasma,plasma,cmake,18.10.0,3.12.1,0.4466936572199732
plasma,plasma,cmake,18.11.0,3.12.1,0.6175373134328358
plasma,plasma,cmake,18.11.1,3.12.1,1.7032590051457972
plasma,plasma,cmake,18.9.0,3.12.1,0.6175373134328358
plasma,plasma,cmake,19.8.0,3.12.1,0.0
plasma,plasma,cmake,19.8.1,3.12.1,1.4485776805251642
plasma,plasma,cmake,20.9.20,3.12.1,0.0
plasma,plasma,cmake,21.8.29,3.12.1,0.7635524798154559
plasma,plasma,cmake,develop,3.12.1,1.0
plasma,plasma,cmake,17.1,3.12.2,1.4485776805251642
plasma,plasma,cmake,18.10.0,3.12.2,0.0
plasma,plasma,cmake,18.11.0,3.12.2,0.4466936572199732
plasma,plasma,cmake,18.11.1,3.12.2,0.0
plasma,plasma,cmake,18.9.0,3.12.2,0.4466936572199732
plasma,plasma,cmake,19.8.0,3.12.2,1.0
plasma,plasma,cmake,19.8.1,3.12.2,1.4485776805251642
plasma,plasma,cmake,20.9.20,3.12.2,1.4485776805251642
plasma,plasma,cmake,21.8.29,3.12.2,1.4485776805251642
plasma,plasma,cmake,develop,3.12.2,0.0
plasma,plasma,cmake,17.1,3.12.3,1.4485776805251642
plasma,plasma,cmake,18.10.0,3.12.3,0.0
plasma,plasma,cmake,18.11.0,3.12.3,0.0
plasma,plasma,cmake,18.11.1,3.12.3,0.0
plasma,plasma,cmake,18.9.0,3.12.3,0.6175373134328358
plasma,plasma,cmake,19.8.0,3.12.3,0.0
plasma,plasma,cmake,19.8.1,3.12.3,0.0
plasma,plasma,cmake,20.9.20,3.12.3,1.7032590051457972
plasma,plasma,cmake,21.8.29,3.12.3,1.4485776805251642
plasma,plasma,cmake,develop,3.12.3,0.0
plasma,plasma,cmake,17.1,3.12.4,1.4485776805251642
plasma,plasma,cmake,18.10.0,3.12.4,0.4466936572199732
plasma,plasma,cmake,18.11.0,3.12.4,0.6175373134328358
plasma,plasma,cmake,18.11.1,3.12.4,0.0
plasma,plasma,cmake,18.9.0,3.12.4,0.0
plasma,plasma,cmake,19.8.0,3.12.4,0.0
plasma,plasma,cmake,19.8.1,3.12.4,1.4485776805251642
plasma,plasma,cmake,20.9.20,3.12.4,0.0
plasma,plasma,cmake,21.8.29,3.12.4,1.7032590051457972
plasma,plasma,cmake,develop,3.12.4,0.0
plasma,plasma,cmake,17.1,3.13.0,1.4485776805251642
plasma,plasma,cmake,18.10.0,3.13.0,0.4466936572199732
plasma,plasma,cmake,18.11.0,3.13.0,0.6175373134328358
plasma,plasma,cmake,18.11.1,3.13.0,1.7032590051457972
plasma,plasma,cmake,18.9.0,3.13.0,0.3498942917547568
plasma,plasma,cmake,19.8.0,3.13.0,0.6175373134328358
plasma,plasma,cmake,19.8.1,3.13.0,0.0
plasma,plasma,cmake,20.9.20,3.13.0,0.0
plasma,plasma,cmake,21.8.29,3.13.0,1.8674188998589563
plasma,plasma,cmake,develop,3.13.0,0.4466936572199732
plasma,plasma,cmake,17.1,3.13.1,0.0
plasma,plasma,cmake,18.10.0,3.13.1,1.0
plasma,plasma,cmake,18.11.0,3.13.1,0.0
plasma,plasma,cmake,18.11.1,3.13.1,1.0
plasma,plasma,cmake,18.9.0,3.13.1,1.0
plasma,plasma,cmake,19.8.0,3.13.1,0.6175373134328358
plasma,plasma,cmake,19.8.1,3.13.1,1.4485776805251642
plasma,plasma,cmake,20.9.20,3.13.1,1.4485776805251642
plasma,plasma,cmake,21.8.29,3.13.1,1.7032590051457972
plasma,plasma,cmake,develop,3.13.1,0.0
plasma,plasma,cmake,17.1,3.13.2,1.7032590051457972
plasma,plasma,cmake,18.10.0,3.13.2,0.0
plasma,plasma,cmake,18.11.0,3.13.2,0.0
plasma,plasma,cmake,18.11.1,3.13.2,0.0
plasma,plasma,cmake,18.9.0,3.13.2,0.0
plasma,plasma,cmake,19.8.0,3.13.2,1.0
plasma,plasma,cmake,19.8.1,3.13.2,1.4485776805251642
plasma,plasma,cmake,20.9.20,3.13.2,0.0
plasma,plasma,cmake,21.8.29,3.13.2,1.4485776805251642
plasma,plasma,cmake,develop,3.13.2,0.3498942917547568
plasma,plasma,cmake,17.1,3.13.3,0.0
plasma,plasma,cmake,18.10.0,3.13.3,1.0
plasma,plasma,cmake,18.11.0,3.13.3,1.0
plasma,plasma,cmake,18.11.1,3.13.3,0.0
plasma,plasma,cmake,18.9.0,3.13.3,0.0
plasma,plasma,cmake,19.8.0,3.13.3,0.6175373134328358
plasma,plasma,cmake,19.8.1,3.13.3,0.0
plasma,plasma,cmake,20.9.20,3.13.3,0.0
plasma,plasma,cmake,21.8.29,3.13.3,1.7032590051457972
plasma,plasma,cmake,develop,3.13.3,0.0
plasma,plasma,cmake,17.1,3.13.4,1.7032590051457972
plasma,plasma,cmake,18.10.0,3.13.4,0.6175373134328358
plasma,plasma,cmake,18.11.0,3.13.4,0.4466936572199732
plasma,plasma,cmake,18.11.1,3.13.4,1.4485776805251642
plasma,plasma,cmake,18.9.0,3.13.4,0.0
plasma,plasma,cmake,19.8.0,3.13.4,0.6175373134328358
plasma,plasma,cmake,19.8.1,3.13.4,1.9820359281437125
plasma,plasma,cmake,20.9.20,3.13.4,1.4485776805251642
plasma,plasma,cmake,21.8.29,3.13.4,1.7032590051457972
plasma,plasma,cmake,develop,3.13.4,0.0
plasma,plasma,cmake,17.1,3.13.5,1.4485776805251642
plasma,plasma,cmake,18.10.0,3.13.5,0.6175373134328358
plasma,plasma,cmake,18.11.0,3.13.5,0.6175373134328358
plasma,plasma,cmake,18.11.1,3.13.5,0.0
plasma,plasma,cmake,18.9.0,3.13.5,0.4466936572199732
plasma,plasma,cmake,19.8.0,3.13.5,0.28757602085143347
plasma,plasma,cmake,19.8.1,3.13.5,0.0
plasma,plasma,cmake,20.9.20,3.13.5,0.0
plasma,plasma,cmake,21.8.29,3.13.5,0.0
plasma,plasma,cmake,develop,3.13.5,1.0
plasma,plasma,cmake,17.1,3.14.0,0.0
plasma,plasma,cmake,18.10.0,3.14.0,0.0
plasma,plasma,cmake,18.11.0,3.14.0,0.6175373134328358
plasma,plasma,cmake,18.11.1,3.14.0,0.6175373134328358
plasma,plasma,cmake,18.9.0,3.14.0,1.0
plasma,plasma,cmake,19.8.0,3.14.0,0.0
plasma,plasma,cmake,19.8.1,3.14.0,1.4485776805251642
plasma,plasma,cmake,20.9.20,3.14.0,0.0
plasma,plasma,cmake,21.8.29,3.14.0,1.0
plasma,plasma,cmake,develop,3.14.0,0.4466936572199732
plasma,plasma,cmake,17.1,3.14.1,1.4485776805251642
plasma,plasma,cmake,18.10.0,3.14.1,1.0
plasma,plasma,cmake,18.11.0,3.14.1,0.0
plasma,plasma,cmake,18.11.1,3.14.1,1.4485776805251642
plasma,plasma,cmake,18.9.0,3.14.1,0.6175373134328358
plasma,plasma,cmake,19.8.0,3.14.1,0.6175373134328358
plasma,plasma,cmake,19.8.1,3.14.1,0.0
plasma,plasma,cmake,20.9.20,3.14.1,0.0
plasma,plasma,cmake,21.8.29,3.14.1,0.0
plasma,plasma,cmake,develop,3.14.1,1.0
plasma,plasma,cmake,17.1,3.14.2,1.4485776805251642
plasma,plasma,cmake,18.10.0,3.14.2,0.0
plasma,plasma,cmake,18.11.0,3.14.2,0.4466936572199732
plasma,plasma,cmake,18.11.1,3.14.2,0.0
plasma,plasma,cmake,18.9.0,3.14.2,0.0
plasma,plasma,cmake,19.8.0,3.14.2,0.6175373134328358
plasma,plasma,cmake,19.8.1,3.14.2,1.0
plasma,plasma,cmake,20.9.20,3.14.2,1.4485776805251642
plasma,plasma,cmake,21.8.29,3.14.2,1.7032590051457972
plasma,plasma,cmake,develop,3.14.2,0.4466936572199732
plasma,plasma,cmake,17.1,3.14.3,0.0
plasma,plasma,cmake,18.10.0,3.14.3,0.6175373134328358
plasma,plasma,cmake,18.11.0,3.14.3,0.6175373134328358
plasma,plasma,cmake,18.11.1,3.14.3,0.0
plasma,plasma,cmake,18.9.0,3.14.3,0.0
plasma,plasma,cmake,19.8.0,3.14.3,0.0
plasma,plasma,cmake,19.8.1,3.14.3,1.0
plasma,plasma,cmake,20.9.20,3.14.3,1.7032590051457972
plasma,plasma,cmake,21.8.29,3.14.3,1.7032590051457972
plasma,plasma,cmake,develop,3.14.3,0.0
plasma,plasma,cmake,17.1,3.14.4,0.0
plasma,plasma,cmake,18.10.0,3.14.4,0.0
plasma,plasma,cmake,18.11.0,3.14.4,0.6175373134328358
plasma,plasma,cmake,18.11.1,3.14.4,1.0
plasma,plasma,cmake,18.9.0,3.14.4,0.6175373134328358
plasma,plasma,cmake,19.8.0,3.14.4,0.6175373134328358
plasma,plasma,cmake,19.8.1,3.14.4,1.4485776805251642
plasma,plasma,cmake,20.9.20,3.14.4,0.0
plasma,plasma,cmake,21.8.29,3.14.4,1.9820359281437125
plasma,plasma,cmake,develop,3.14.4,0.4466936572199732
plasma,plasma,cmake,17.1,3.14.5,1.7032590051457972
plasma,plasma,cmake,18.10.0,3.14.5,1.0
plasma,plasma,cmake,18.11.0,3.14.5,0.0
plasma,plasma,cmake,18.11.1,3.14.5,0.0
plasma,plasma,cmake,18.9.0,3.14.5,0.6175373134328358
plasma,plasma,cmake,19.8.0,3.14.5,0.0
plasma,plasma,cmake,19.8.1,3.14.5,1.4485776805251642
plasma,plasma,cmake,20.9.20,3.14.5,1.0
plasma,plasma,cmake,21.8.29,3.14.5,1.8674188998589563
plasma,plasma,cmake,develop,3.14.5,1.0
plasma,plasma,cmake,17.1,3.14.6,0.0
plasma,plasma,cmake,18.10.0,3.14.6,0.6175373134328358
plasma,plasma,cmake,18.11.0,3.14.6,0.0
plasma,plasma,cmake,18.11.1,3.14.6,0.0
plasma,plasma,cmake,18.9.0,3.14.6,1.0
plasma,plasma,cmake,19.8.0,3.14.6,0.0
plasma,plasma,cmake,19.8.1,3.14.6,1.8674188998589563
plasma,plasma,cmake,20.9.20,3.14.6,0.0
plasma,plasma,cmake,21.8.29,3.14.6,0.0
plasma,plasma,cmake,develop,3.14.6,0.4466936572199732
plasma,plasma,cmake,17.1,3.14.7,0.0
plasma,plasma,cmake,18.10.0,3.14.7,1.0
plasma,plasma,cmake,18.11.0,3.14.7,0.0
plasma,plasma,cmake,18.11.1,3.14.7,1.4485776805251642
plasma,plasma,cmake,18.9.0,3.14.7,0.6175373134328358
plasma,plasma,cmake,19.8.0,3.14.7,0.0
plasma,plasma,cmake,19.8.1,3.14.7,0.0
plasma,plasma,cmake,20.9.20,3.14.7,1.4485776805251642
plasma,plasma,cmake,21.8.29,3.14.7,1.8674188998589563
plasma,plasma,cmake,develop,3.14.7,0.0
plasma,plasma,cmake,17.1,3.15.0,1.7032590051457972
plasma,plasma,cmake,18.10.0,3.15.0,0.0
plasma,plasma,cmake,18.11.0,3.15.0,0.0
plasma,plasma,cmake,18.11.1,3.15.0,1.4485776805251642
plasma,plasma,cmake,18.9.0,3.15.0,0.0
plasma,plasma,cmake,19.8.0,3.15.0,0.0
plasma,plasma,cmake,19.8.1,3.15.0,1.4485776805251642
plasma,plasma,cmake,20.9.20,3.15.0,0.0
plasma,plasma,cmake,21.8.29,3.15.0,0.0
plasma,plasma,cmake,develop,3.15.0,0.0
plasma,plasma,cmake,17.1,3.15.1,0.0
plasma,plasma,cmake,18.10.0,3.15.1,0.0
plasma,plasma,cmake,18.11.0,3.15.1,1.0
plasma,plasma,cmake,18.11.1,3.15.1,0.0
plasma,plasma,cmake,18.9.0,3.15.1,0.6175373134328358
plasma,plasma,cmake,19.8.0,3.15.1,1.0
plasma,plasma,cmake,19.8.1,3.15.1,0.0
plasma,plasma,cmake,20.9.20,3.15.1,0.0
plasma,plasma,cmake,21.8.29,3.15.1,1.9820359281437125
plasma,plasma,cmake,develop,3.15.1,0.4466936572199732
plasma,plasma,cmake,17.1,3.15.2,0.0
plasma,plasma,cmake,18.10.0,3.15.2,0.4466936572199732
plasma,plasma,cmake,18.11.0,3.15.2,0.0
plasma,plasma,cmake,18.11.1,3.15.2,0.0
plasma,plasma,cmake,18.9.0,3.15.2,0.0
plasma,plasma,cmake,19.8.0,3.15.2,1.0
plasma,plasma,cmake,19.8.1,3.15.2,0.6175373134328358
plasma,plasma,cmake,20.9.20,3.15.2,1.7032590051457972
plasma,plasma,cmake,21.8.29,3.15.2,1.4485776805251642
plasma,plasma,cmake,develop,3.15.2,0.4466936572199732
plasma,plasma,cmake,17.1,3.15.3,0.0
plasma,plasma,cmake,18.10.0,3.15.3,1.0
plasma,plasma,cmake,18.11.0,3.15.3,0.0
plasma,plasma,cmake,18.11.1,3.15.3,1.7032590051457972
plasma,plasma,cmake,18.9.0,3.15.3,0.0
plasma,plasma,cmake,19.8.0,3.15.3,0.6175373134328358
plasma,plasma,cmake,19.8.1,3.15.3,1.4485776805251642
plasma,plasma,cmake,20.9.20,3.15.3,1.7032590051457972
plasma,plasma,cmake,21.8.29,3.15.3,0.7635524798154559
plasma,plasma,cmake,develop,3.15.3,1.0
plasma,plasma,cmake,17.1,3.15.4,0.0
plasma,plasma,cmake,18.10.0,3.15.4,0.4466936572199732
plasma,plasma,cmake,18.11.0,3.15.4,0.6175373134328358
plasma,plasma,cmake,18.11.1,3.15.4,0.0
plasma,plasma,cmake,18.9.0,3.15.4,1.0
plasma,plasma,cmake,19.8.0,3.15.4,0.6175373134328358
plasma,plasma,cmake,19.8.1,3.15.4,0.0
plasma,plasma,cmake,20.9.20,3.15.4,1.7032590051457972
plasma,plasma,cmake,21.8.29,3.15.4,2.0665972944849114
plasma,plasma,cmake,develop,3.15.4,0.0
plasma,plasma,cmake,17.1,3.15.5,1.4485776805251642
plasma,plasma,cmake,18.10.0,3.15.5,0.0
plasma,plasma,cmake,18.11.0,3.15.5,1.0
plasma,plasma,cmake,18.11.1,3.15.5,0.0
plasma,plasma,cmake,18.9.0,3.15.5,0.4466936572199732
plasma,plasma,cmake,19.8.0,3.15.5,0.6175373134328358
plasma,plasma,cmake,19.8.1,3.15.5,0.0
plasma,plasma,cmake,20.9.20,3.15.5,1.4485776805251642
plasma,plasma,cmake,21.8.29,3.15.5,1.4485776805251642
plasma,plasma,cmake,develop,3.15.5,1.0
plasma,plasma,cmake,17.1,3.15.6,1.4485776805251642
plasma,plasma,cmake,18.10.0,3.15.6,0.0
plasma,plasma,cmake,18.11.0,3.15.6,1.0
plasma,plasma,cmake,18.11.1,3.15.6,0.0
plasma,plasma,cmake,18.9.0,3.15.6,0.6175373134328358
plasma,plasma,cmake,19.8.0,3.15.6,0.0
plasma,plasma,cmake,19.8.1,3.15.6,1.4485776805251642
plasma,plasma,cmake,20.9.20,3.15.6,1.4485776805251642
plasma,plasma,cmake,21.8.29,3.15.6,0.0
plasma,plasma,cmake,develop,3.15.6,0.0
plasma,plasma,cmake,17.1,3.15.7,1.4485776805251642
plasma,plasma,cmake,18.10.0,3.15.7,0.6175373134328358
plasma,plasma,cmake,18.11.0,3.15.7,1.0
plasma,plasma,cmake,18.11.1,3.15.7,1.4485776805251642
plasma,plasma,cmake,18.9.0,3.15.7,0.0
plasma,plasma,cmake,19.8.0,3.15.7,0.6175373134328358
plasma,plasma,cmake,19.8.1,3.15.7,0.0
plasma,plasma,cmake,20.9.20,3.15.7,0.0
plasma,plasma,cmake,21.8.29,3.15.7,1.0
plasma,plasma,cmake,develop,3.15.7,1.0
plasma,plasma,cmake,17.1,3.16.0,0.0
plasma,plasma,cmake,18.10.0,3.16.0,1.0
plasma,plasma,cmake,18.11.0,3.16.0,0.0
plasma,plasma,cmake,18.11.1,3.16.0,1.8674188998589563
plasma,plasma,cmake,18.9.0,3.16.0,0.6175373134328358
plasma,plasma,cmake,19.8.0,3.16.0,0.4466936572199732
plasma,plasma,cmake,19.8.1,3.16.0,1.4485776805251642
plasma,plasma,cmake,20.9.20,3.16.0,0.0
plasma,plasma,cmake,21.8.29,3.16.0,1.0
plasma,plasma,cmake,develop,3.16.0,1.0
plasma,plasma,cmake,17.1,3.16.1,1.4485776805251642
plasma,plasma,cmake,18.10.0,3.16.1,0.0
plasma,plasma,cmake,18.11.0,3.16.1,0.0
plasma,plasma,cmake,18.11.1,3.16.1,0.0
plasma,plasma,cmake,18.9.0,3.16.1,0.4466936572199732
plasma,plasma,cmake,19.8.0,3.16.1,0.0
plasma,plasma,cmake,19.8.1,3.16.1,1.0
plasma,plasma,cmake,20.9.20,3.16.1,0.0
plasma,plasma,cmake,21.8.29,3.16.1,1.4485776805251642
plasma,plasma,cmake,develop,3.16.1,1.0
plasma,plasma,cmake,17.1,3.16.2,1.4485776805251642
plasma,plasma,cmake,18.10.0,3.16.2,0.0
plasma,plasma,cmake,18.11.0,3.16.2,0.4466936572199732
plasma,plasma,cmake,18.11.1,3.16.2,1.7032590051457972
plasma,plasma,cmake,18.9.0,3.16.2,0.0
plasma,plasma,cmake,19.8.0,3.16.2,1.0
plasma,plasma,cmake,19.8.1,3.16.2,1.4485776805251642
plasma,plasma,cmake,20.9.20,3.16.2,0.0
plasma,plasma,cmake,21.8.29,3.16.2,1.4485776805251642
plasma,plasma,cmake,develop,3.16.2,1.0
plasma,plasma,cmake,17.1,3.16.3,1.4485776805251642
plasma,plasma,cmake,18.10.0,3.16.3,0.6175373134328358
plasma,plasma,cmake,18.11.0,3.16.3,0.0
plasma,plasma,cmake,18.11.1,3.16.3,1.7032590051457972
plasma,plasma,cmake,18.9.0,3.16.3,0.0
plasma,plasma,cmake,19.8.0,3.16.3,0.6175373134328358
plasma,plasma,cmake,19.8.1,3.16.3,1.4485776805251642
plasma,plasma,cmake,20.9.20,3.16.3,0.0
plasma,plasma,cmake,21.8.29,3.16.3,1.2601522842639588
plasma,plasma,cmake,develop,3.16.3,0.6175373134328358
plasma,plasma,cmake,17.1,3.16.4,0.0
plasma,plasma,cmake,18.10.0,3.16.4,0.0
plasma,plasma,cmake,18.11.0,3.16.4,0.6175373134328358
plasma,plasma,cmake,18.11.1,3.16.4,1.4485776805251642
plasma,plasma,cmake,18.9.0,3.16.4,0.0
plasma,plasma,cmake,19.8.0,3.16.4,1.0
plasma,plasma,cmake,19.8.1,3.16.4,0.0
plasma,plasma,cmake,20.9.20,3.16.4,0.0
plasma,plasma,cmake,21.8.29,3.16.4,1.4485776805251642
plasma,plasma,cmake,develop,3.16.4,0.3498942917547568
plasma,plasma,cmake,17.1,3.16.5,1.7032590051457972
plasma,plasma,cmake,18.10.0,3.16.5,0.0
plasma,plasma,cmake,18.11.0,3.16.5,0.0
plasma,plasma,cmake,18.11.1,3.16.5,0.0
plasma,plasma,cmake,18.9.0,3.16.5,0.0
plasma,plasma,cmake,19.8.0,3.16.5,0.0
plasma,plasma,cmake,19.8.1,3.16.5,0.0
plasma,plasma,cmake,20.9.20,3.16.5,0.6175373134328358
plasma,plasma,cmake,21.8.29,3.16.5,1.0
plasma,plasma,cmake,develop,3.16.5,0.6175373134328358
plasma,plasma,cmake,17.1,3.16.6,0.0
plasma,plasma,cmake,18.10.0,3.16.6,0.0
plasma,plasma,cmake,18.11.0,3.16.6,0.0
plasma,plasma,cmake,18.11.1,3.16.6,1.4485776805251642
plasma,plasma,cmake,18.9.0,3.16.6,0.6175373134328358
plasma,plasma,cmake,19.8.0,3.16.6,1.0
plasma,plasma,cmake,19.8.1,3.16.6,1.4485776805251642
plasma,plasma,cmake,20.9.20,3.16.6,0.0
plasma,plasma,cmake,21.8.29,3.16.6,0.0
plasma,plasma,cmake,develop,3.16.6,1.0
plasma,plasma,cmake,17.1,3.16.7,0.0
plasma,plasma,cmake,18.10.0,3.16.7,0.0
plasma,plasma,cmake,18.11.0,3.16.7,0.4466936572199732
plasma,plasma,cmake,18.11.1,3.16.7,1.0
plasma,plasma,cmake,18.9.0,3.16.7,0.0
plasma,plasma,cmake,19.8.0,3.16.7,0.4466936572199732
plasma,plasma,cmake,19.8.1,3.16.7,1.4485776805251642
plasma,plasma,cmake,20.9.20,3.16.7,0.0
plasma,plasma,cmake,21.8.29,3.16.7,1.4485776805251642
plasma,plasma,cmake,develop,3.16.7,0.0
plasma,plasma,cmake,17.1,3.16.8,1.4485776805251642
plasma,plasma,cmake,18.10.0,3.16.8,0.4466936572199732
plasma,plasma,cmake,18.11.0,3.16.8,0.0
plasma,plasma,cmake,18.11.1,3.16.8,0.0
plasma,plasma,cmake,18.9.0,3.16.8,0.0
plasma,plasma,cmake,19.8.0,3.16.8,1.0
plasma,plasma,cmake,19.8.1,3.16.8,1.4485776805251642
plasma,plasma,cmake,20.9.20,3.16.8,0.0
plasma,plasma,cmake,21.8.29,3.16.8,1.8674188998589563
plasma,plasma,cmake,develop,3.16.8,0.0
plasma,plasma,cmake,17.1,3.16.9,0.0
plasma,plasma,cmake,18.10.0,3.16.9,0.0
plasma,plasma,cmake,18.11.0,3.16.9,0.6175373134328358
plasma,plasma,cmake,18.11.1,3.16.9,1.7032590051457972
plasma,plasma,cmake,18.9.0,3.16.9,0.6175373134328358
plasma,plasma,cmake,19.8.0,3.16.9,0.6175373134328358
