root,parent,child,parent version,child version,expected improvement
qthreads,qthreads,hwloc,1.10,1.11.1,1.0
qthreads,qthreads,hwloc,1.11,1.11.1,1.0
qthreads,qthreads,hwloc,1.12,1.11.1,1.0
qthreads,qthreads,hwloc,1.14,1.11.1,1.0
qthreads,qthreads,hwloc,1.15,1.11.1,1.0
qthreads,qthreads,hwloc,1.16,1.11.1,1.0
qthreads,qthreads,hwloc,1.10,1.11.10,1.0
qthreads,qthreads,hwloc,1.11,1.11.10,1.0
qthreads,qthreads,hwloc,1.12,1.11.10,1.0
qthreads,qthreads,hwloc,1.14,1.11.10,1.0
qthreads,qthreads,hwloc,1.15,1.11.10,1.0
qthreads,qthreads,hwloc,1.16,1.11.10,1.0
qthreads,qthreads,hwloc,1.10,1.11.11,1.0
qthreads,qthreads,hwloc,1.11,1.11.11,1.0
qthreads,qthreads,hwloc,1.12,1.11.11,1.0
qthreads,qthreads,hwloc,1.14,1.11.11,1.0
qthreads,qthreads,hwloc,1.15,1.11.11,1.0
qthreads,qthreads,hwloc,1.16,1.11.11,1.0
qthreads,qthreads,hwloc,1.10,1.11.12,1.0
qthreads,qthreads,hwloc,1.11,1.11.12,1.0
qthreads,qthreads,hwloc,1.12,1.11.12,1.0
qthreads,qthreads,hwloc,1.14,1.11.12,1.0
qthreads,qthreads,hwloc,1.15,1.11.12,1.0
qthreads,qthreads,hwloc,1.16,1.11.12,1.0
qthreads,qthreads,hwloc,1.10,1.11.13,1.0
qthreads,qthreads,hwloc,1.11,1.11.13,1.0
qthreads,qthreads,hwloc,1.12,1.11.13,1.0
qthreads,qthreads,hwloc,1.14,1.11.13,1.0
qthreads,qthreads,hwloc,1.15,1.11.13,1.0
qthreads,qthreads,hwloc,1.16,1.11.13,1.0
qthreads,qthreads,hwloc,1.10,1.11.2,1.0
qthreads,qthreads,hwloc,1.11,1.11.2,1.0
qthreads,qthreads,hwloc,1.12,1.11.2,1.0
qthreads,qthreads,hwloc,1.14,1.11.2,1.0
qthreads,qthreads,hwloc,1.15,1.11.2,1.0
qthreads,qthreads,hwloc,1.16,1.11.2,1.0
qthreads,qthreads,hwloc,1.10,1.11.3,1.0
qthreads,qthreads,hwloc,1.11,1.11.3,1.0
qthreads,qthreads,hwloc,1.12,1.11.3,1.0
qthreads,qthreads,hwloc,1.14,1.11.3,1.0
qthreads,qthreads,hwloc,1.15,1.11.3,1.0
qthreads,qthreads,hwloc,1.16,1.11.3,1.0
qthreads,qthreads,hwloc,1.10,1.11.4,1.0
qthreads,qthreads,hwloc,1.11,1.11.4,1.0
qthreads,qthreads,hwloc,1.12,1.11.4,1.0
qthreads,qthreads,hwloc,1.14,1.11.4,1.0
qthreads,qthreads,hwloc,1.15,1.11.4,1.0
qthreads,qthreads,hwloc,1.16,1.11.4,1.0
qthreads,qthreads,hwloc,1.10,1.11.5,1.0
qthreads,qthreads,hwloc,1.11,1.11.5,1.0
qthreads,qthreads,hwloc,1.12,1.11.5,1.0
qthreads,qthreads,hwloc,1.14,1.11.5,1.0
qthreads,qthreads,hwloc,1.15,1.11.5,1.0
qthreads,qthreads,hwloc,1.16,1.11.5,1.0
qthreads,qthreads,hwloc,1.10,1.11.6,1.0
qthreads,qthreads,hwloc,1.11,1.11.6,1.0
qthreads,qthreads,hwloc,1.12,1.11.6,1.0
qthreads,qthreads,hwloc,1.14,1.11.6,1.0
qthreads,qthreads,hwloc,1.15,1.11.6,1.0
qthreads,qthreads,hwloc,1.16,1.11.6,1.0
qthreads,qthreads,hwloc,1.10,1.11.7,1.0
qthreads,qthreads,hwloc,1.11,1.11.7,1.0
qthreads,qthreads,hwloc,1.12,1.11.7,1.0
qthreads,qthreads,hwloc,1.14,1.11.7,1.0
qthreads,qthreads,hwloc,1.15,1.11.7,1.0
qthreads,qthreads,hwloc,1.16,1.11.7,1.0
qthreads,qthreads,hwloc,1.10,1.11.8,1.0
qthreads,qthreads,hwloc,1.11,1.11.8,1.0
qthreads,qthreads,hwloc,1.12,1.11.8,1.0
qthreads,qthreads,hwloc,1.14,1.11.8,1.0
qthreads,qthreads,hwloc,1.15,1.11.8,1.0
qthreads,qthreads,hwloc,1.16,1.11.8,1.0
qthreads,qthreads,hwloc,1.10,1.11.9,1.0
qthreads,qthreads,hwloc,1.11,1.11.9,1.0
qthreads,qthreads,hwloc,1.12,1.11.9,1.0
qthreads,qthreads,hwloc,1.14,1.11.9,1.0
qthreads,qthreads,hwloc,1.15,1.11.9,1.0
qthreads,qthreads,hwloc,1.16,1.11.9,1.0
qthreads,qthreads,hwloc,1.10,1.9,1.0
qthreads,qthreads,hwloc,1.11,1.9,1.0
qthreads,qthreads,hwloc,1.12,1.9,1.0
qthreads,qthreads,hwloc,1.14,1.9,1.0
qthreads,qthreads,hwloc,1.15,1.9,1.0
qthreads,qthreads,hwloc,1.16,1.9,1.0
qthreads,qthreads,hwloc,1.10,2.0.0,0.0
qthreads,qthreads,hwloc,1.11,2.0.0,0.0
qthreads,qthreads,hwloc,1.12,2.0.0,0.0
qthreads,qthreads,hwloc,1.14,2.0.0,0.0
qthreads,qthreads,hwloc,1.15,2.0.0,0.0
qthreads,qthreads,hwloc,1.16,2.0.0,1.0
qthreads,qthreads,hwloc,1.10,2.0.1,0.0
qthreads,qthreads,hwloc,1.11,2.0.1,0.0
qthreads,qthreads,hwloc,1.12,2.0.1,0.0
qthreads,qthreads,hwloc,1.14,2.0.1,0.0
qthreads,qthreads,hwloc,1.15,2.0.1,0.0
qthreads,qthreads,hwloc,1.16,2.0.1,1.0
qthreads,qthreads,hwloc,1.10,2.0.2,0.0
qthreads,qthreads,hwloc,1.11,2.0.2,0.0
qthreads,qthreads,hwloc,1.12,2.0.2,0.0
qthreads,qthreads,hwloc,1.14,2.0.2,0.0
qthreads,qthreads,hwloc,1.15,2.0.2,0.0
qthreads,qthreads,hwloc,1.16,2.0.2,1.0
qthreads,qthreads,hwloc,1.10,2.1.0,0.0
qthreads,qthreads,hwloc,1.11,2.1.0,0.0
qthreads,qthreads,hwloc,1.12,2.1.0,0.0
qthreads,qthreads,hwloc,1.14,2.1.0,0.0
qthreads,qthreads,hwloc,1.15,2.1.0,0.0
qthreads,qthreads,hwloc,1.16,2.1.0,1.0
qthreads,qthreads,hwloc,1.10,2.2.0,0.0
qthreads,qthreads,hwloc,1.11,2.2.0,0.0
qthreads,qthreads,hwloc,1.12,2.2.0,0.0
qthreads,qthreads,hwloc,1.14,2.2.0,0.0
qthreads,qthreads,hwloc,1.15,2.2.0,0.0
qthreads,qthreads,hwloc,1.16,2.2.0,1.0
qthreads,qthreads,hwloc,1.10,2.3.0,0.0
qthreads,qthreads,hwloc,1.11,2.3.0,0.0
qthreads,qthreads,hwloc,1.12,2.3.0,0.0
qthreads,qthreads,hwloc,1.14,2.3.0,0.0
qthreads,qthreads,hwloc,1.15,2.3.0,0.0
qthreads,qthreads,hwloc,1.16,2.3.0,1.0
qthreads,qthreads,hwloc,1.10,2.4.0,0.0
qthreads,qthreads,hwloc,1.11,2.4.0,0.0
qthreads,qthreads,hwloc,1.12,2.4.0,0.0
qthreads,qthreads,hwloc,1.14,2.4.0,0.0
qthreads,qthreads,hwloc,1.15,2.4.0,0.0
qthreads,qthreads,hwloc,1.16,2.4.0,1.0
qthreads,qthreads,hwloc,1.10,2.4.1,0.0
qthreads,qthreads,hwloc,1.11,2.4.1,0.0
qthreads,qthreads,hwloc,1.12,2.4.1,0.0
qthreads,qthreads,hwloc,1.14,2.4.1,0.0
qthreads,qthreads,hwloc,1.15,2.4.1,0.0
qthreads,qthreads,hwloc,1.16,2.4.1,1.0
qthreads,qthreads,hwloc,1.10,2.5.0,0.0
qthreads,qthreads,hwloc,1.11,2.5.0,0.0
qthreads,qthreads,hwloc,1.12,2.5.0,0.0
qthreads,qthreads,hwloc,1.14,2.5.0,0.0
qthreads,qthreads,hwloc,1.15,2.5.0,0.0
qthreads,qthreads,hwloc,1.16,2.5.0,1.0
qthreads,qthreads,hwloc,1.10,2.6.0,0.0
qthreads,qthreads,hwloc,1.11,2.6.0,0.0
qthreads,qthreads,hwloc,1.12,2.6.0,0.0
qthreads,qthreads,hwloc,1.14,2.6.0,0.0
qthreads,qthreads,hwloc,1.15,2.6.0,0.0
qthreads,qthreads,hwloc,1.16,2.6.0,1.0
mpark-variant,mpark-variant,cmake,1.3.0,2.8.10.2,1.0
mpark-variant,mpark-variant,cmake,1.4.0,2.8.10.2,0.7333333333333336
mpark-variant,mpark-variant,cmake,1.3.0,3.0.2,0.7333333333333336
mpark-variant,mpark-variant,cmake,1.4.0,3.0.2,0.7333333333333336
mpark-variant,mpark-variant,cmake,1.3.0,3.1.0,0.7333333333333336
mpark-variant,mpark-variant,cmake,1.4.0,3.1.0,0.7333333333333336
mpark-variant,mpark-variant,cmake,1.3.0,3.10.0,0.7333333333333336
mpark-variant,mpark-variant,cmake,1.4.0,3.10.0,0.7333333333333336
mpark-variant,mpark-variant,cmake,1.3.0,3.10.1,1.0
mpark-variant,mpark-variant,cmake,1.4.0,3.10.1,0.7333333333333336
mpark-variant,mpark-variant,cmake,1.3.0,3.10.2,1.0
mpark-variant,mpark-variant,cmake,1.4.0,3.10.2,0.7333333333333336
mpark-variant,mpark-variant,cmake,1.3.0,3.10.3,1.0
mpark-variant,mpark-variant,cmake,1.4.0,3.10.3,1.0
mpark-variant,mpark-variant,cmake,1.3.0,3.11.0,1.0
mpark-variant,mpark-variant,cmake,1.4.0,3.11.0,0.7333333333333336
mpark-variant,mpark-variant,cmake,1.3.0,3.11.1,1.2222222222222219
mpark-variant,mpark-variant,cmake,1.4.0,3.11.1,1.2222222222222219
mpark-variant,mpark-variant,cmake,1.3.0,3.11.2,0.7333333333333336
mpark-variant,mpark-variant,cmake,1.4.0,3.11.2,1.2222222222222219
mpark-variant,mpark-variant,cmake,1.3.0,3.11.3,1.2222222222222219
mpark-variant,mpark-variant,cmake,1.4.0,3.11.3,1.0
mpark-variant,mpark-variant,cmake,1.3.0,3.11.4,0.7333333333333336
mpark-variant,mpark-variant,cmake,1.4.0,3.11.4,0.7333333333333336
mpark-variant,mpark-variant,cmake,1.3.0,3.12.0,0.7333333333333336
mpark-variant,mpark-variant,cmake,1.4.0,3.12.0,1.2222222222222219
mpark-variant,mpark-variant,cmake,1.3.0,3.12.1,1.2222222222222219
mpark-variant,mpark-variant,cmake,1.4.0,3.12.1,1.0
mpark-variant,mpark-variant,cmake,1.3.0,3.12.2,1.0
mpark-variant,mpark-variant,cmake,1.4.0,3.12.2,1.0
mpark-variant,mpark-variant,cmake,1.3.0,3.12.3,0.7333333333333336
mpark-variant,mpark-variant,cmake,1.4.0,3.12.3,1.0
mpark-variant,mpark-variant,cmake,1.3.0,3.12.4,0.7333333333333336
mpark-variant,mpark-variant,cmake,1.4.0,3.12.4,1.2222222222222219
mpark-variant,mpark-variant,cmake,1.3.0,3.13.0,1.0
mpark-variant,mpark-variant,cmake,1.4.0,3.13.0,1.0
mpark-variant,mpark-variant,cmake,1.3.0,3.13.1,1.2222222222222219
mpark-variant,mpark-variant,cmake,1.4.0,3.13.1,1.2222222222222219
mpark-variant,mpark-variant,cmake,1.3.0,3.13.2,0.7333333333333336
mpark-variant,mpark-variant,cmake,1.4.0,3.13.2,1.2222222222222219
mpark-variant,mpark-variant,cmake,1.3.0,3.13.3,1.2222222222222219
mpark-variant,mpark-variant,cmake,1.4.0,3.13.3,0.7333333333333336
mpark-variant,mpark-variant,cmake,1.3.0,3.13.4,1.2222222222222219
mpark-variant,mpark-variant,cmake,1.4.0,3.13.4,0.7333333333333336
mpark-variant,mpark-variant,cmake,1.3.0,3.13.5,1.2222222222222219
mpark-variant,mpark-variant,cmake,1.4.0,3.13.5,0.7333333333333336
mpark-variant,mpark-variant,cmake,1.3.0,3.14.0,1.0
mpark-variant,mpark-variant,cmake,1.4.0,3.14.0,1.0
mpark-variant,mpark-variant,cmake,1.3.0,3.14.1,1.2222222222222219
mpark-variant,mpark-variant,cmake,1.4.0,3.14.1,1.2222222222222219
mpark-variant,mpark-variant,cmake,1.3.0,3.14.2,1.0
mpark-variant,mpark-variant,cmake,1.4.0,3.14.2,1.2222222222222219
mpark-variant,mpark-variant,cmake,1.3.0,3.14.3,0.7333333333333336
mpark-variant,mpark-variant,cmake,1.4.0,3.14.3,1.2222222222222219
mpark-variant,mpark-variant,cmake,1.3.0,3.14.4,1.2222222222222219
mpark-variant,mpark-variant,cmake,1.4.0,3.14.4,0.7333333333333336
mpark-variant,mpark-variant,cmake,1.3.0,3.14.5,0.7333333333333336
mpark-variant,mpark-variant,cmake,1.4.0,3.14.5,1.2222222222222219
mpark-variant,mpark-variant,cmake,1.3.0,3.14.6,0.7333333333333336
mpark-variant,mpark-variant,cmake,1.4.0,3.14.6,0.7333333333333336
mpark-variant,mpark-variant,cmake,1.3.0,3.14.7,0.7333333333333336
mpark-variant,mpark-variant,cmake,1.4.0,3.14.7,1.2222222222222219
mpark-variant,mpark-variant,cmake,1.3.0,3.15.0,1.0
mpark-variant,mpark-variant,cmake,1.4.0,3.15.0,1.2222222222222219
mpark-variant,mpark-variant,cmake,1.3.0,3.15.1,1.2222222222222219
mpark-variant,mpark-variant,cmake,1.4.0,3.15.1,1.0
mpark-variant,mpark-variant,cmake,1.3.0,3.15.2,1.2222222222222219
mpark-variant,mpark-variant,cmake,1.4.0,3.15.2,1.2222222222222219
mpark-variant,mpark-variant,cmake,1.3.0,3.15.3,1.2222222222222219
mpark-variant,mpark-variant,cmake,1.4.0,3.15.3,0.7333333333333336
mpark-variant,mpark-variant,cmake,1.3.0,3.15.4,0.7333333333333336
mpark-variant,mpark-variant,cmake,1.4.0,3.15.4,1.0
mpark-variant,mpark-variant,cmake,1.3.0,3.15.5,1.0
mpark-variant,mpark-variant,cmake,1.4.0,3.15.5,1.0
mpark-variant,mpark-variant,cmake,1.3.0,3.15.6,1.0
mpark-variant,mpark-variant,cmake,1.4.0,3.15.6,1.0
mpark-variant,mpark-variant,cmake,1.3.0,3.15.7,1.2222222222222219
mpark-variant,mpark-variant,cmake,1.4.0,3.15.7,0.7333333333333336
mpark-variant,mpark-variant,cmake,1.3.0,3.16.0,0.7333333333333336
mpark-variant,mpark-variant,cmake,1.4.0,3.16.0,1.0
mpark-variant,mpark-variant,cmake,1.3.0,3.16.1,1.2222222222222219
mpark-variant,mpark-variant,cmake,1.4.0,3.16.1,0.7333333333333336
mpark-variant,mpark-variant,cmake,1.3.0,3.16.2,1.2222222222222219
mpark-variant,mpark-variant,cmake,1.4.0,3.16.2,0.7333333333333336
mpark-variant,mpark-variant,cmake,1.3.0,3.16.3,0.7333333333333336
mpark-variant,mpark-variant,cmake,1.4.0,3.16.3,0.7333333333333336
mpark-variant,mpark-variant,cmake,1.3.0,3.16.4,1.0
mpark-variant,mpark-variant,cmake,1.4.0,3.16.4,0.7333333333333336
mpark-variant,mpark-variant,cmake,1.3.0,3.16.5,1.2222222222222219
mpark-variant,mpark-variant,cmake,1.4.0,3.16.5,0.7333333333333336
mpark-variant,mpark-variant,cmake,1.3.0,3.16.6,0.7333333333333336
mpark-variant,mpark-variant,cmake,1.4.0,3.16.6,1.2222222222222219
mpark-variant,mpark-variant,cmake,1.3.0,3.16.7,1.0
mpark-variant,mpark-variant,cmake,1.4.0,3.16.7,1.2222222222222219
mpark-variant,mpark-variant,cmake,1.3.0,3.16.8,1.0
mpark-variant,mpark-variant,cmake,1.4.0,3.16.8,1.2222222222222219
mpark-variant,mpark-variant,cmake,1.3.0,3.16.9,1.0
mpark-variant,mpark-variant,cmake,1.4.0,3.16.9,1.0
mpark-variant,mpark-variant,cmake,1.3.0,3.17.0,1.2222222222222219
mpark-variant,mpark-variant,cmake,1.4.0,3.17.0,1.0
mpark-variant,mpark-variant,cmake,1.3.0,3.17.1,1.0
mpark-variant,mpark-variant,cmake,1.4.0,3.17.1,1.0
mpark-variant,mpark-variant,cmake,1.3.0,3.17.3,0.7333333333333336
mpark-variant,mpark-variant,cmake,1.4.0,3.17.3,1.2222222222222219
mpark-variant,mpark-variant,cmake,1.3.0,3.17.4,1.0
mpark-variant,mpark-variant,cmake,1.4.0,3.17.4,0.7333333333333336
mpark-variant,mpark-variant,cmake,1.3.0,3.17.5,1.0
mpark-variant,mpark-variant,cmake,1.4.0,3.17.5,1.2222222222222219
mpark-variant,mpark-variant,cmake,1.3.0,3.18.0,1.0
mpark-variant,mpark-variant,cmake,1.4.0,3.18.0,1.2222222222222219
mpark-variant,mpark-variant,cmake,1.3.0,3.18.1,1.2222222222222219
mpark-variant,mpark-variant,cmake,1.4.0,3.18.1,0.7333333333333336
mpark-variant,mpark-variant,cmake,1.3.0,3.18.2,1.2222222222222219
mpark-variant,mpark-variant,cmake,1.4.0,3.18.2,1.2222222222222219
mpark-variant,mpark-variant,cmake,1.3.0,3.18.3,1.2222222222222219
mpark-variant,mpark-variant,cmake,1.4.0,3.18.3,0.7333333333333336
mpark-variant,mpark-variant,cmake,1.3.0,3.18.4,1.2222222222222219
mpark-variant,mpark-variant,cmake,1.4.0,3.18.4,1.2222222222222219
mpark-variant,mpark-variant,cmake,1.3.0,3.18.5,0.7333333333333336
mpark-variant,mpark-variant,cmake,1.4.0,3.18.5,0.7333333333333336
mpark-variant,mpark-variant,cmake,1.3.0,3.18.6,1.2222222222222219
mpark-variant,mpark-variant,cmake,1.4.0,3.18.6,1.2222222222222219
mpark-variant,mpark-variant,cmake,1.3.0,3.19.0,1.2222222222222219
mpark-variant,mpark-variant,cmake,1.4.0,3.19.0,1.0
mpark-variant,mpark-variant,cmake,1.3.0,3.19.1,0.7333333333333336
mpark-variant,mpark-variant,cmake,1.4.0,3.19.1,1.2222222222222219
mpark-variant,mpark-variant,cmake,1.3.0,3.19.2,1.2222222222222219
mpark-variant,mpark-variant,cmake,1.4.0,3.19.2,1.2222222222222219
mpark-variant,mpark-variant,cmake,1.3.0,3.19.3,0.7333333333333336
mpark-variant,mpark-variant,cmake,1.4.0,3.19.3,1.2222222222222219
mpark-variant,mpark-variant,cmake,1.3.0,3.19.4,0.7333333333333336
mpark-variant,mpark-variant,cmake,1.4.0,3.19.4,1.2222222222222219
mpark-variant,mpark-variant,cmake,1.3.0,3.19.5,1.2222222222222219
mpark-variant,mpark-variant,cmake,1.4.0,3.19.5,1.2222222222222219
mpark-variant,mpark-variant,cmake,1.3.0,3.19.6,1.2222222222222219
mpark-variant,mpark-variant,cmake,1.4.0,3.19.6,1.2222222222222219
mpark-variant,mpark-variant,cmake,1.3.0,3.19.7,1.0
mpark-variant,mpark-variant,cmake,1.4.0,3.19.7,1.2222222222222219
mpark-variant,mpark-variant,cmake,1.3.0,3.19.8,1.0
mpark-variant,mpark-variant,cmake,1.4.0,3.19.8,0.7333333333333336
mpark-variant,mpark-variant,cmake,1.3.0,3.20.0,1.2222222222222219
mpark-variant,mpark-variant,cmake,1.4.0,3.20.0,1.0
mpark-variant,mpark-variant,cmake,1.3.0,3.20.1,1.2222222222222219
mpark-variant,mpark-variant,cmake,1.4.0,3.20.1,1.0
mpark-variant,mpark-variant,cmake,1.3.0,3.20.2,1.2222222222222219
mpark-variant,mpark-variant,cmake,1.4.0,3.20.2,1.2222222222222219
mpark-variant,mpark-variant,cmake,1.3.0,3.20.3,1.0
mpark-variant,mpark-variant,cmake,1.4.0,3.20.3,1.0
mpark-variant,mpark-variant,cmake,1.3.0,3.20.4,1.0
mpark-variant,mpark-variant,cmake,1.4.0,3.20.4,1.0
mpark-variant,mpark-variant,cmake,1.3.0,3.20.5,1.0
mpark-variant,mpark-variant,cmake,1.4.0,3.20.5,1.2222222222222219
mpark-variant,mpark-variant,cmake,1.3.0,3.21.0,0.7333333333333336
mpark-variant,mpark-variant,cmake,1.4.0,3.21.0,1.2222222222222219
mpark-variant,mpark-variant,cmake,1.3.0,3.21.1,1.2222222222222219
mpark-variant,mpark-variant,cmake,1.4.0,3.21.1,1.2222222222222219
mpark-variant,mpark-variant,cmake,1.3.0,3.21.2,1.2222222222222219
mpark-variant,mpark-variant,cmake,1.4.0,3.21.2,0.7333333333333336
mpark-variant,mpark-variant,cmake,1.3.0,3.21.3,0.7333333333333336
mpark-variant,mpark-variant,cmake,1.4.0,3.21.3,1.0
mpark-variant,mpark-variant,cmake,1.3.0,3.22.1,1.2222222222222219
mpark-variant,mpark-variant,cmake,1.4.0,3.22.1,0.7333333333333336
mpark-variant,mpark-variant,cmake,1.3.0,3.3.1,1.2222222222222219
mpark-variant,mpark-variant,cmake,1.4.0,3.3.1,1.0
mpark-variant,mpark-variant,cmake,1.3.0,3.4.0,0.7333333333333336
mpark-variant,mpark-variant,cmake,1.4.0,3.4.0,0.7333333333333336
mpark-variant,mpark-variant,cmake,1.3.0,3.4.3,0.7333333333333336
mpark-variant,mpark-variant,cmake,1.4.0,3.4.3,0.7333333333333336
mpark-variant,mpark-variant,cmake,1.3.0,3.5.0,0.7333333333333336
mpark-variant,mpark-variant,cmake,1.4.0,3.5.0,0.7333333333333336
mpark-variant,mpark-variant,cmake,1.3.0,3.5.1,0.7333333333333336
mpark-variant,mpark-variant,cmake,1.4.0,3.5.1,0.7333333333333336
mpark-variant,mpark-variant,cmake,1.3.0,3.5.2,0.7333333333333336
mpark-variant,mpark-variant,cmake,1.4.0,3.5.2,0.7333333333333336
mpark-variant,mpark-variant,cmake,1.3.0,3.6.0,0.7333333333333336
mpark-variant,mpark-variant,cmake,1.4.0,3.6.0,0.7333333333333336
mpark-variant,mpark-variant,cmake,1.3.0,3.6.1,0.7333333333333336
mpark-variant,mpark-variant,cmake,1.4.0,3.6.1,0.7333333333333336
mpark-variant,mpark-variant,cmake,1.3.0,3.7.1,0.7333333333333336
mpark-variant,mpark-variant,cmake,1.4.0,3.7.1,0.7333333333333336
mpark-variant,mpark-variant,cmake,1.3.0,3.7.2,1.0
mpark-variant,mpark-variant,cmake,1.4.0,3.7.2,1.2222222222222219
mpark-variant,mpark-variant,cmake,1.3.0,3.8.0,1.2222222222222219
mpark-variant,mpark-variant,cmake,1.4.0,3.8.0,0.7333333333333336
mpark-variant,mpark-variant,cmake,1.3.0,3.8.1,1.2222222222222219
mpark-variant,mpark-variant,cmake,1.4.0,3.8.1,0.7333333333333336
mpark-variant,mpark-variant,cmake,1.3.0,3.8.2,1.0
mpark-variant,mpark-variant,cmake,1.4.0,3.8.2,1.0
mpark-variant,mpark-variant,cmake,1.3.0,3.9.0,1.2222222222222219
mpark-variant,mpark-variant,cmake,1.4.0,3.9.0,1.0
mpark-variant,mpark-variant,cmake,1.3.0,3.9.2,0.7333333333333336
mpark-variant,mpark-variant,cmake,1.4.0,3.9.2,0.7333333333333336
mpark-variant,mpark-variant,cmake,1.3.0,3.9.4,1.0
mpark-variant,mpark-variant,cmake,1.4.0,3.9.4,1.2222222222222219
mpark-variant,mpark-variant,cmake,1.3.0,3.9.6,1.0
mpark-variant,mpark-variant,cmake,1.4.0,3.9.6,1.2222222222222219
mpark-variant,mpark-variant,cmake,1.3.0,master,1.0
mpark-variant,mpark-variant,cmake,1.4.0,master,1.0
tasmanian,tasmanian,mpich,6.0,3.0.4,1.0
tasmanian,tasmanian,mpich,7.0,3.0.4,1.0406023124495833
tasmanian,tasmanian,mpich,7.1,3.0.4,1.0459106111280023
tasmanian,tasmanian,mpich,7.3,3.0.4,1.0
tasmanian,tasmanian,mpich,7.5,3.0.4,1.0329766324525005
tasmanian,tasmanian,mpich,7.7,3.0.4,1.0755377688844423
tasmanian,tasmanian,mpich,develop,3.0.4,1.0363943118823813
tasmanian,tasmanian,mpich,6.0,3.1,1.0962396430847674
tasmanian,tasmanian,mpich,7.0,3.1,1.02244018427701
tasmanian,tasmanian,mpich,7.1,3.1,1.0
tasmanian,tasmanian,mpich,7.3,3.1,1.03014573767219
tasmanian,tasmanian,mpich,7.5,3.1,1.0459106111280023
tasmanian,tasmanian,mpich,7.7,3.1,1.0198972196600342
tasmanian,tasmanian,mpich,develop,3.1,1.0459106111280023
tasmanian,tasmanian,mpich,6.0,3.1.1,1.03014573767219
tasmanian,tasmanian,mpich,7.0,3.1.1,1.03014573767219
tasmanian,tasmanian,mpich,7.1,3.1.1,1.02244018427701
tasmanian,tasmanian,mpich,7.3,3.1.1,1.0
tasmanian,tasmanian,mpich,7.5,3.1.1,1.0
tasmanian,tasmanian,mpich,7.7,3.1.1,1.0528156698146205
tasmanian,tasmanian,mpich,develop,3.1.1,1.0459106111280023
tasmanian,tasmanian,mpich,6.0,3.1.2,1.0
tasmanian,tasmanian,mpich,7.0,3.1.2,1.0
tasmanian,tasmanian,mpich,7.1,3.1.2,1.050294215610081
tasmanian,tasmanian,mpich,7.3,3.1.2,1.0
tasmanian,tasmanian,mpich,7.5,3.1.2,1.0704838960634822
tasmanian,tasmanian,mpich,7.7,3.1.2,1.0
tasmanian,tasmanian,mpich,develop,3.1.2,1.0
tasmanian,tasmanian,mpich,6.0,3.1.3,0.9808642757571919
tasmanian,tasmanian,mpich,7.0,3.1.3,1.0704838960634822
tasmanian,tasmanian,mpich,7.1,3.1.3,1.03014573767219
tasmanian,tasmanian,mpich,7.3,3.1.3,1.0178719375073972
tasmanian,tasmanian,mpich,7.5,3.1.3,1.0704838960634822
tasmanian,tasmanian,mpich,7.7,3.1.3,1.03014573767219
tasmanian,tasmanian,mpich,develop,3.1.3,1.062165500205846
tasmanian,tasmanian,mpich,6.0,3.1.4,1.0459106111280023
tasmanian,tasmanian,mpich,7.0,3.1.4,1.0
tasmanian,tasmanian,mpich,7.1,3.1.4,0.975530708151029
tasmanian,tasmanian,mpich,7.3,3.1.4,1.0257284034758902
tasmanian,tasmanian,mpich,7.5,3.1.4,1.0198972196600342
tasmanian,tasmanian,mpich,7.7,3.1.4,1.0
tasmanian,tasmanian,mpich,develop,3.1.4,1.0704838960634822
tasmanian,tasmanian,mpich,6.0,3.2,0.27520000000000017
tasmanian,tasmanian,mpich,7.0,3.2,0.6549885757806552
tasmanian,tasmanian,mpich,7.1,3.2,0.4158607350096712
tasmanian,tasmanian,mpich,7.3,3.2,0.5325077399380806
tasmanian,tasmanian,mpich,7.5,3.2,0.5325077399380806
tasmanian,tasmanian,mpich,7.7,3.2,0.6549885757806552
tasmanian,tasmanian,mpich,develop,3.2,0.5325077399380806
tasmanian,tasmanian,mpich,6.0,3.2.1,1.0962396430847674
tasmanian,tasmanian,mpich,7.0,3.2.1,1.0755377688844423
tasmanian,tasmanian,mpich,7.1,3.2.1,1.0755377688844423
tasmanian,tasmanian,mpich,7.3,3.2.1,1.0962396430847672
tasmanian,tasmanian,mpich,7.5,3.2.1,1.0257284034758902
tasmanian,tasmanian,mpich,7.7,3.2.1,1.03014573767219
tasmanian,tasmanian,mpich,develop,3.2.1,1.0363943118823813
tasmanian,tasmanian,mpich,6.0,3.3,1.0363943118823813
tasmanian,tasmanian,mpich,7.0,3.3,1.062165500205846
tasmanian,tasmanian,mpich,7.1,3.3,1.050294215610081
tasmanian,tasmanian,mpich,7.3,3.3,1.0459106111280023
tasmanian,tasmanian,mpich,7.5,3.3,1.0
tasmanian,tasmanian,mpich,7.7,3.3,1.0459106111280023
tasmanian,tasmanian,mpich,develop,3.3,1.0459106111280023
tasmanian,tasmanian,mpich,6.0,3.3.1,1.0
tasmanian,tasmanian,mpich,7.0,3.3.1,1.0
tasmanian,tasmanian,mpich,7.1,3.3.1,1.062165500205846
tasmanian,tasmanian,mpich,7.3,3.3.1,1.0
tasmanian,tasmanian,mpich,7.5,3.3.1,1.0813723729118017
tasmanian,tasmanian,mpich,7.7,3.3.1,1.0962396430847674
tasmanian,tasmanian,mpich,develop,3.3.1,1.0
tasmanian,tasmanian,mpich,6.0,3.3.2,0.0
tasmanian,tasmanian,mpich,7.0,3.3.2,1.0
